IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.245.39.116,2083,0,true,NRT,Asia Pacific,Tokyo,335,0.01
47.245.37.56,2087,0,true,NRT,Asia Pacific,Tokyo,218,0.01
47.245.59.167,2053,0,true,NRT,Asia Pacific,Tokyo,349,0.01
47.245.59.167,2087,0,true,NRT,Asia Pacific,Tokyo,202,0.01
47.74.53.112,8443,0,true,NRT,Asia Pacific,Tokyo,102,0.01
47.91.1.38,2087,0,true,NRT,Asia Pacific,Tokyo,207,0.01
47.245.31.153,8443,0,true,NRT,Asia Pacific,Tokyo,77,0.01
47.74.6.157,2083,0,true,NRT,Asia Pacific,Tokyo,366,0.01
47.245.12.189,8443,0,true,NRT,Asia Pacific,Tokyo,336,0.01
47.74.6.55,2086,0,false,NRT,Asia Pacific,Tokyo,201,0.01
47.245.12.189,2082,0,false,NRT,Asia Pacific,Tokyo,75,0.01
47.74.43.143,2096,0,true,NRT,Asia Pacific,Tokyo,112,0.01
47.91.1.94,2052,0,false,NRT,Asia Pacific,Tokyo,191,0.01
47.74.6.55,8443,0,true,NRT,Asia Pacific,Tokyo,272,0.01
8.222.210.69,80,0,false,SIN,Asia Pacific,Singapore,9,0.01
47.74.54.182,2087,0,true,NRT,Asia Pacific,Tokyo,79,0.01
47.245.59.167,2082,0,false,NRT,Asia Pacific,Tokyo,354,0.01
47.245.39.116,8443,0,true,NRT,Asia Pacific,Tokyo,282,0.01
8.219.186.203,2083,0,true,SIN,Asia Pacific,Singapore,74,0.01
47.74.54.182,2083,0,true,NRT,Asia Pacific,Tokyo,212,0.01
47.74.6.157,2086,0,false,NRT,Asia Pacific,Tokyo,76,0.01
47.91.1.38,8080,0,false,NRT,Asia Pacific,Tokyo,128,0.01
47.245.39.116,2096,0,true,NRT,Asia Pacific,Tokyo,371,0.01
47.74.54.182,8880,0,false,NRT,Asia Pacific,Tokyo,74,0.01
47.74.6.55,8080,0,false,NRT,Asia Pacific,Tokyo,348,0.01
47.91.1.94,2083,0,true,NRT,Asia Pacific,Tokyo,165,0.01
47.74.6.55,2087,0,true,NRT,Asia Pacific,Tokyo,84,0.01
47.74.6.55,2052,0,false,NRT,Asia Pacific,Tokyo,358,0.01
47.245.31.153,8443,0,true,NRT,Asia Pacific,Tokyo,445,0.01
47.245.59.167,8443,0,true,NRT,Asia Pacific,Tokyo,244,0.01
47.74.53.112,2096,0,true,NRT,Asia Pacific,Tokyo,95,0.01
47.245.31.153,2087,0,true,NRT,Asia Pacific,Tokyo,98,0.01
47.236.116.26,2095,2095,false,SIN,Asia Pacific,Singapore,29,0.01
47.245.37.56,2083,0,true,NRT,Asia Pacific,Tokyo,460,0.01
47.245.52.197,2053,0,true,NRT,Asia Pacific,Tokyo,479,0.01
47.57.9.17,80,0,false,HKG,Asia Pacific,Hong Kong,75,0.01
47.91.1.38,2053,0,true,NRT,Asia Pacific,Tokyo,259,0.01
47.245.55.202,2083,0,true,NRT,Asia Pacific,Tokyo,182,0.01
47.88.62.42,443,443,true,SJC,North America,San Jose,323,0.01
47.74.53.112,2083,0,true,NRT,Asia Pacific,Tokyo,395,0.01
47.91.1.38,8443,0,true,NRT,Asia Pacific,Tokyo,197,0.01
47.245.55.202,2096,0,true,NRT,Asia Pacific,Tokyo,178,0.01
47.91.22.66,8443,0,true,NRT,Asia Pacific,Tokyo,94,0.01
47.245.31.153,2083,0,true,NRT,Asia Pacific,Tokyo,82,0.01
47.245.59.167,8443,0,true,NRT,Asia Pacific,Tokyo,435,0.01
47.74.6.55,2053,0,true,NRT,Asia Pacific,Tokyo,108,0.01
47.245.52.197,2083,0,true,NRT,Asia Pacific,Tokyo,380,0.01
47.74.6.157,2087,0,true,NRT,Asia Pacific,Tokyo,136,0.01
47.243.240.28,8080,0,false,HKG,Asia Pacific,Hong Kong,43,0.01
47.245.39.116,2087,0,true,NRT,Asia Pacific,Tokyo,375,0.01
47.245.39.116,2053,0,true,NRT,Asia Pacific,Tokyo,105,0.01
47.245.59.167,2083,0,true,NRT,Asia Pacific,Tokyo,117,0.01
47.74.43.143,2053,0,true,NRT,Asia Pacific,Tokyo,155,0.01
47.91.22.66,8443,0,true,NRT,Asia Pacific,Tokyo,75,0.01
47.91.22.66,2083,0,true,NRT,Asia Pacific,Tokyo,206,0.01
47.74.43.143,2083,0,true,NRT,Asia Pacific,Tokyo,169,0.01
47.245.12.189,2087,0,true,NRT,Asia Pacific,Tokyo,125,0.01
47.74.43.143,2083,0,true,NRT,Asia Pacific,Tokyo,142,0.01
47.57.9.17,80,0,false,HKG,Asia Pacific,Hong Kong,69,0.01
47.245.39.116,8443,0,true,NRT,Asia Pacific,Tokyo,207,0.01
47.74.53.112,2053,0,true,NRT,Asia Pacific,Tokyo,74,0.01
47.245.14.74,2083,0,true,NRT,Asia Pacific,Tokyo,186,0.01
47.236.4.140,8443,0,true,SIN,Asia Pacific,Singapore,119,0.01
47.245.113.62,8880,8880,false,SIN,Asia Pacific,Singapore,19,0.01
47.245.59.167,2096,0,true,NRT,Asia Pacific,Tokyo,117,0.01
47.245.12.189,2087,0,true,NRT,Asia Pacific,Tokyo,76,0.01
47.74.6.157,2096,0,true,NRT,Asia Pacific,Tokyo,244,0.01
47.245.59.167,2087,0,true,NRT,Asia Pacific,Tokyo,253,0.01
47.245.52.197,2083,0,true,NRT,Asia Pacific,Tokyo,423,0.01
47.245.55.202,2083,0,true,NRT,Asia Pacific,Tokyo,235,0.01
47.245.52.197,8443,0,true,NRT,Asia Pacific,Tokyo,393,0.01
47.245.55.202,2087,0,true,NRT,Asia Pacific,Tokyo,114,0.01
47.245.12.189,8443,0,true,NRT,Asia Pacific,Tokyo,143,0.01
47.74.54.182,2053,0,true,NRT,Asia Pacific,Tokyo,214,0.01
47.245.37.56,8443,0,true,NRT,Asia Pacific,Tokyo,456,0.00
47.89.192.94,80,0,false,SJC,North America,San Jose,185,0.00
47.245.39.116,2053,0,true,NRT,Asia Pacific,Tokyo,269,0.00
47.89.192.94,80,0,false,SJC,North America,San Jose,349,0.00
8.212.26.72,8880,0,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.245.55.202,8443,0,true,NRT,Asia Pacific,Tokyo,121,0.00
8.212.27.208,8880,0,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.212.26.41,8080,0,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.212.26.41,8080,0,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.212.27.208,8080,0,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.212.26.72,2052,0,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.212.27.208,2052,0,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.212.26.72,8080,0,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.212.26.41,8880,0,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.212.26.41,2052,0,false,HKG,Asia Pacific,Hong Kong,56,0.00
8.212.26.72,2052,0,false,HKG,Asia Pacific,Hong Kong,58,0.00
8.212.26.41,8880,0,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.212.26.41,2052,0,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.212.27.208,8880,0,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.212.26.72,8080,0,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.212.27.208,2052,0,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.212.27.208,8080,0,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.245.39.116,8080,0,false,NRT,Asia Pacific,Tokyo,426,0.00
8.212.26.72,8880,0,false,HKG,Asia Pacific,Hong Kong,65,0.00
47.243.165.118,80,0,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.210.125.142,80,0,false,HKG,Asia Pacific,Hong Kong,73,0.00
47.242.235.171,80,0,false,HKG,Asia Pacific,Hong Kong,62,0.00
47.242.7.61,80,0,false,HKG,Asia Pacific,Hong Kong,54,0.00
47.242.147.215,80,0,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.218.183.10,2082,0,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.217.244.253,80,0,false,HKG,Asia Pacific,Hong Kong,64,0.00
8.210.125.142,80,0,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.210.1.224,80,0,false,HKG,Asia Pacific,Hong Kong,61,0.00
8.217.244.253,80,0,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.243.121.130,80,0,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.242.147.215,80,0,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.74.43.143,2086,0,false,NRT,Asia Pacific,Tokyo,99,0.00
47.242.2.93,80,0,false,HKG,Asia Pacific,Hong Kong,54,0.00
47.243.121.130,80,0,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.212.40.197,2095,0,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.105.149,80,0,false,HKG,Asia Pacific,Hong Kong,58,0.00
8.218.105.149,80,0,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.57.71.45,80,0,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.212.40.197,2095,0,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.242.32.45,80,0,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.242.119.77,2082,0,false,HKG,Asia Pacific,Hong Kong,54,0.00
47.243.200.210,2082,0,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.57.71.45,80,0,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.245.92.11,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
47.243.239.169,80,0,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.222.214.189,80,0,false,SIN,Asia Pacific,Singapore,24,0.00
47.242.119.77,2082,0,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.245.92.11,80,0,false,SIN,Asia Pacific,Singapore,15,0.00
47.243.52.190,80,0,false,HKG,Asia Pacific,Hong Kong,67,0.00
8.222.214.189,80,0,false,SIN,Asia Pacific,Singapore,15,0.00
47.243.52.190,80,0,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.217.3.165,2082,0,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.213.137.93,80,0,false,ICN,Asia Pacific,Seoul,110,0.00
47.242.235.171,80,0,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.236.18.162,8443,0,false,SIN,Asia Pacific,Singapore,27,0.00
8.210.92.53,80,0,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.236.18.162,8443,0,false,SIN,Asia Pacific,Singapore,28,0.00
8.222.183.213,8443,0,false,SIN,Asia Pacific,Singapore,13,0.00
8.222.183.213,8443,0,false,SIN,Asia Pacific,Singapore,20,0.00
47.88.87.1,80,0,false,SJC,North America,San Jose,367,0.00
47.89.209.125,80,0,false,SJC,North America,San Jose,174,0.00
8.219.78.198,8443,0,false,SIN,Asia Pacific,Singapore,20,0.00
8.209.246.241,80,0,false,NRT,Asia Pacific,Tokyo,72,0.00
8.209.240.182,80,0,false,NRT,Asia Pacific,Tokyo,122,0.00
47.251.7.248,80,0,false,SJC,North America,San Jose,410,0.00
47.88.31.196,80,0,false,SJC,North America,San Jose,222,0.00
47.88.85.205,80,0,false,SJC,North America,San Jose,174,0.00
47.251.47.18,80,0,false,SJC,North America,San Jose,170,0.00
47.88.14.5,80,0,false,SJC,North America,San Jose,176,0.00
47.88.2.156,80,0,false,SJC,North America,San Jose,436,0.00
47.251.50.238,80,0,false,SJC,North America,San Jose,231,0.00
8.213.137.133,80,0,false,ICN,Asia Pacific,Seoul,65,0.00
8.222.152.128,8443,0,false,SIN,Asia Pacific,Singapore,10,0.00
47.89.232.162,8080,0,false,SJC,North America,San Jose,349,0.00
47.89.209.125,80,0,false,SJC,North America,San Jose,236,0.00
47.74.1.113,80,0,false,NRT,Asia Pacific,Tokyo,77,0.00
47.254.79.159,80,0,false,SJC,North America,San Jose,393,0.00
47.251.13.180,80,0,false,SJC,North America,San Jose,174,0.00
47.88.18.204,8080,0,false,SJC,North America,San Jose,424,0.00
47.243.40.186,80,0,false,HKG,Asia Pacific,Hong Kong,42,0.00
149.129.85.67,80,0,false,HKG,Asia Pacific,Hong Kong,60,0.00
47.74.39.193,80,0,false,NRT,Asia Pacific,Tokyo,182,0.00
47.89.251.204,80,0,false,SJC,North America,San Jose,170,0.00
47.89.234.58,80,0,false,SJC,North America,San Jose,425,0.00
47.245.29.10,80,0,false,NRT,Asia Pacific,Tokyo,91,0.00
47.242.126.93,80,0,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.251.60.99,80,0,false,SJC,North America,San Jose,429,0.00
47.76.57.240,80,0,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.245.41.97,80,0,false,NRT,Asia Pacific,Tokyo,80,0.00
47.242.226.197,80,0,false,HKG,Asia Pacific,Hong Kong,62,0.00
47.236.29.55,8443,0,false,SIN,Asia Pacific,Singapore,638,0.00
139.95.1.216,80,0,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.241.179.122,8080,0,false,SIN,Asia Pacific,Singapore,48,0.00
8.218.229.119,80,0,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.241.11.150,80,0,false,SIN,Asia Pacific,Singapore,30,0.00
47.240.11.186,80,0,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.218.222.23,80,0,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.245.26.58,80,0,false,NRT,Asia Pacific,Tokyo,302,0.00
8.219.2.232,80,0,false,SIN,Asia Pacific,Singapore,12,0.00
47.242.126.93,80,0,false,HKG,Asia Pacific,Hong Kong,77,0.00
47.245.101.45,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
8.212.40.69,80,0,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.236.123.254,80,0,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.84.227,80,0,false,SIN,Asia Pacific,Singapore,11,0.00
8.212.40.69,80,0,false,HKG,Asia Pacific,Hong Kong,47,0.00
149.129.85.67,80,0,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.219.10.250,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
8.222.152.169,80,0,false,SIN,Asia Pacific,Singapore,8,0.00
8.218.229.119,80,0,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.254.42.83,80,0,false,SJC,North America,San Jose,402,0.00
8.210.231.128,80,0,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.243.51.104,80,0,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.210.231.128,80,0,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.216.129.199,80,0,false,SIN,Asia Pacific,Singapore,32,0.00
47.243.40.186,80,0,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.240.11.186,80,0,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.241.179.122,8080,0,false,SIN,Asia Pacific,Singapore,34,0.00
47.245.101.45,80,0,false,SIN,Asia Pacific,Singapore,11,0.00
47.74.34.183,80,0,false,NRT,Asia Pacific,Tokyo,179,0.00
8.222.145.211,80,0,false,SIN,Asia Pacific,Singapore,12,0.00
47.241.236.146,8080,0,false,SIN,Asia Pacific,Singapore,44,0.00
47.76.57.240,80,0,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.219.211.85,80,0,false,SIN,Asia Pacific,Singapore,4,0.00
47.241.108.243,80,0,false,SIN,Asia Pacific,Singapore,45,0.00
47.243.51.104,80,0,false,HKG,Asia Pacific,Hong Kong,58,0.00
8.219.211.85,80,0,false,SIN,Asia Pacific,Singapore,9,0.00
8.213.132.108,8080,0,false,ICN,Asia Pacific,Seoul,87,0.00
47.245.114.50,80,0,false,SIN,Asia Pacific,Singapore,12,0.00
8.213.144.82,80,0,false,ICN,Asia Pacific,Seoul,87,0.00
47.241.254.60,80,0,false,SIN,Asia Pacific,Singapore,24,0.00
8.213.136.154,80,0,false,ICN,Asia Pacific,Seoul,102,0.00
47.241.11.150,80,0,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.127.183,8080,0,false,SIN,Asia Pacific,Singapore,39,0.00
47.89.233.134,8080,0,false,SJC,North America,San Jose,379,0.00
8.219.84.227,80,0,false,SIN,Asia Pacific,Singapore,4,0.00
8.222.165.61,80,0,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.83.14,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
47.245.120.131,80,0,false,SIN,Asia Pacific,Singapore,36,0.00
149.129.85.67,80,0,false,HKG,Asia Pacific,Hong Kong,60,0.00
47.245.120.131,80,0,false,SIN,Asia Pacific,Singapore,11,0.00
8.222.150.137,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
8.219.2.232,80,0,false,SIN,Asia Pacific,Singapore,14,0.00
8.222.221.235,8080,0,false,SIN,Asia Pacific,Singapore,21,0.00
8.218.222.23,80,0,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.236.123.254,80,0,false,SIN,Asia Pacific,Singapore,31,0.00
8.218.190.233,8080,0,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.222.246.233,80,0,false,SIN,Asia Pacific,Singapore,34,0.00
47.245.114.50,80,0,false,SIN,Asia Pacific,Singapore,18,0.00
47.245.93.164,80,0,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.197.243,80,0,false,SIN,Asia Pacific,Singapore,17,0.00
8.222.253.196,80,0,false,SIN,Asia Pacific,Singapore,18,0.00
8.222.246.233,80,0,false,SIN,Asia Pacific,Singapore,16,0.00
8.222.152.169,80,0,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.10.250,80,0,false,SIN,Asia Pacific,Singapore,11,0.00
47.241.79.232,80,0,false,SIN,Asia Pacific,Singapore,77,0.00
47.245.93.164,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
8.222.221.235,8080,0,false,SIN,Asia Pacific,Singapore,17,0.00
8.222.248.181,80,0,false,SIN,Asia Pacific,Singapore,10,0.00
47.241.254.60,80,0,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.127.183,8080,0,false,SIN,Asia Pacific,Singapore,16,0.00
8.209.240.182,80,0,false,NRT,Asia Pacific,Tokyo,312,0.00
47.89.246.89,80,0,false,SJC,North America,San Jose,407,0.00
8.219.83.14,80,0,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.125.24,80,0,false,SIN,Asia Pacific,Singapore,25,0.00
8.222.156.208,80,0,false,SIN,Asia Pacific,Singapore,12,0.00
8.219.14.88,80,0,false,SIN,Asia Pacific,Singapore,6,0.00
8.222.150.137,80,0,false,SIN,Asia Pacific,Singapore,16,0.00
8.222.253.196,80,0,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.243.162,80,0,false,SIN,Asia Pacific,Singapore,13,0.00
8.219.197.243,80,0,false,SIN,Asia Pacific,Singapore,7,0.00
8.222.208.178,80,0,false,SIN,Asia Pacific,Singapore,13,0.00
47.236.125.24,80,0,false,SIN,Asia Pacific,Singapore,39,0.00
8.222.248.181,80,0,false,SIN,Asia Pacific,Singapore,12,0.00
47.242.226.197,80,0,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.216.129.199,80,0,false,SIN,Asia Pacific,Singapore,33,0.00
8.222.228.81,80,0,false,SIN,Asia Pacific,Singapore,11,0.00
47.89.219.71,80,0,false,SJC,North America,San Jose,195,0.00
47.89.219.71,443,0,false,SJC,North America,San Jose,367,0.00
47.251.53.55,8080,0,false,SJC,North America,San Jose,386,0.00
8.222.145.211,80,0,false,SIN,Asia Pacific,Singapore,24,0.00
8.222.156.208,80,0,false,SIN,Asia Pacific,Singapore,27,0.00
8.213.156.108,80,0,false,ICN,Asia Pacific,Seoul,93,0.00
47.236.29.55,8443,0,false,SIN,Asia Pacific,Singapore,17,0.00
47.241.236.146,8080,0,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.222.57,80,0,false,SIN,Asia Pacific,Singapore,19,0.00
47.251.50.35,80,0,false,SJC,North America,San Jose,351,0.00
47.254.123.108,80,0,false,SJC,North America,San Jose,197,0.00
47.251.57.109,80,0,false,SJC,North America,San Jose,328,0.00
47.252.45.233,80,0,false,IAD,North America,Ashburn,254,0.00
47.252.42.14,80,0,false,IAD,North America,Ashburn,251,0.00
47.252.36.215,80,0,false,IAD,North America,Ashburn,250,0.00
47.252.35.30,80,0,false,IAD,North America,Ashburn,253,0.00
47.89.159.55,80,0,false,IAD,North America,Ashburn,255,0.00
47.251.18.161,80,0,false,SJC,North America,San Jose,406,0.00
47.252.41.244,80,0,false,IAD,North America,Ashburn,252,0.00
47.252.43.73,80,0,false,IAD,North America,Ashburn,252,0.00
47.90.245.99,80,0,false,IAD,North America,Ashburn,257,0.00
47.252.35.209,80,0,false,IAD,North America,Ashburn,252,0.00
47.252.37.34,80,0,false,IAD,North America,Ashburn,252,0.00
47.252.1.7,80,0,false,IAD,North America,Ashburn,251,0.00
47.252.21.144,80,0,false,IAD,North America,Ashburn,254,0.00
47.89.137.40,80,0,false,IAD,North America,Ashburn,256,0.00
47.88.28.80,80,0,false,SJC,North America,San Jose,345,0.00
47.253.58.141,80,0,false,IAD,North America,Ashburn,249,0.00
47.252.42.14,80,0,false,IAD,North America,Ashburn,252,0.00
8.222.208.178,80,0,false,SIN,Asia Pacific,Singapore,7,0.00
47.253.43.190,80,0,false,IAD,North America,Ashburn,251,0.00
47.252.33.232,80,0,false,IAD,North America,Ashburn,253,0.00
47.253.60.2,80,0,false,IAD,North America,Ashburn,254,0.00
47.89.229.73,80,0,false,SJC,North America,San Jose,212,0.00
47.252.0.199,80,0,false,IAD,North America,Ashburn,251,0.00
47.252.42.215,80,0,false,IAD,North America,Ashburn,253,0.00
47.252.40.36,80,0,false,IAD,North America,Ashburn,253,0.00
47.252.30.247,80,0,false,IAD,North America,Ashburn,252,0.00
47.252.34.128,80,0,false,IAD,North America,Ashburn,252,0.00
47.252.36.215,80,0,false,IAD,North America,Ashburn,254,0.00
47.252.44.121,80,0,false,IAD,North America,Ashburn,250,0.00
47.89.134.156,80,0,false,IAD,North America,Ashburn,254,0.00
47.252.34.128,80,0,false,IAD,North America,Ashburn,252,0.00
47.252.43.73,80,0,false,IAD,North America,Ashburn,251,0.00
47.252.92.39,80,0,false,IAD,North America,Ashburn,254,0.00
47.253.43.190,80,0,false,IAD,North America,Ashburn,255,0.00
47.252.42.112,80,0,false,IAD,North America,Ashburn,253,0.00
8.209.241.207,8080,0,false,NRT,Asia Pacific,Tokyo,70,0.00
47.252.33.223,80,0,false,IAD,North America,Ashburn,252,0.00
47.89.152.143,80,0,false,IAD,North America,Ashburn,266,0.00
47.253.48.40,80,0,false,IAD,North America,Ashburn,253,0.00
47.252.1.7,80,0,false,IAD,North America,Ashburn,252,0.00
8.209.241.207,8080,0,false,NRT,Asia Pacific,Tokyo,292,0.00
47.89.134.156,80,0,false,IAD,North America,Ashburn,255,0.00
47.251.32.114,80,0,false,SJC,North America,San Jose,426,0.00
47.74.39.193,80,0,false,NRT,Asia Pacific,Tokyo,72,0.00
47.252.117.122,80,0,false,IAD,North America,Ashburn,253,0.00
47.252.93.165,80,0,false,IAD,North America,Ashburn,254,0.00
47.253.49.236,80,0,false,IAD,North America,Ashburn,254,0.00
47.89.232.162,8080,0,false,SJC,North America,San Jose,405,0.00
8.209.246.241,80,0,false,NRT,Asia Pacific,Tokyo,461,0.00
47.89.218.27,80,0,false,SJC,North America,San Jose,327,0.00
8.222.228.81,80,0,false,SIN,Asia Pacific,Singapore,16,0.00
47.254.42.83,80,0,false,SJC,North America,San Jose,279,0.00
47.251.44.32,80,0,false,SJC,North America,San Jose,197,0.00
47.88.79.154,80,0,false,SJC,North America,San Jose,420,0.00
47.254.32.115,80,0,false,SJC,North America,San Jose,233,0.00
47.88.2.102,80,0,false,SJC,North America,San Jose,437,0.00
47.240.80.195,443,0,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.254.127.28,80,0,false,SJC,North America,San Jose,347,0.00
47.89.229.73,80,0,false,SJC,North America,San Jose,423,0.00
47.89.246.89,80,0,false,SJC,North America,San Jose,460,0.00
47.240.80.195,443,0,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.254.127.28,80,0,false,SJC,North America,San Jose,425,0.00
47.88.10.230,80,0,false,SJC,North America,San Jose,388,0.00
47.89.229.46,80,0,false,SJC,North America,San Jose,177,0.00
47.88.18.204,8080,0,false,SJC,North America,San Jose,191,0.00
47.251.48.151,80,0,false,SJC,North America,San Jose,398,0.00
47.251.55.52,80,0,false,SJC,North America,San Jose,346,0.00
47.251.44.32,8080,0,false,SJC,North America,San Jose,421,0.00
198.11.175.2,80,0,false,SJC,North America,San Jose,283,0.00
47.245.26.58,80,0,false,NRT,Asia Pacific,Tokyo,325,0.00
47.89.218.27,80,0,false,SJC,North America,San Jose,173,0.00
198.11.182.39,80,0,false,SJC,North America,San Jose,351,0.00
47.88.93.190,80,0,false,SJC,North America,San Jose,443,0.00
47.242.32.45,80,0,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.89.229.46,80,0,false,SJC,North America,San Jose,474,0.00
47.251.48.151,80,0,false,SJC,North America,San Jose,256,0.00
47.251.9.44,80,0,false,SJC,North America,San Jose,170,0.00
47.251.46.128,80,0,false,SJC,North America,San Jose,308,0.00
8.209.245.143,80,0,false,NRT,Asia Pacific,Tokyo,72,0.00
47.251.48.219,80,0,false,SJC,North America,San Jose,436,0.00
47.88.66.183,80,0,false,SJC,North America,San Jose,319,0.00
8.209.245.143,80,0,false,NRT,Asia Pacific,Tokyo,112,0.00
47.89.233.134,8080,0,false,SJC,North America,San Jose,174,0.00
47.254.92.215,80,0,false,SJC,North America,San Jose,251,0.00
47.254.123.108,80,0,false,SJC,North America,San Jose,396,0.00
47.74.1.113,80,0,false,NRT,Asia Pacific,Tokyo,72,0.00
47.254.79.159,80,0,false,SJC,North America,San Jose,318,0.00
47.240.76.200,80,0,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.254.95.161,80,0,false,SJC,North America,San Jose,416,0.00
47.254.45.63,80,0,false,SJC,North America,San Jose,330,0.00
47.251.48.219,80,0,false,SJC,North America,San Jose,169,0.00
47.88.66.183,80,0,false,SJC,North America,San Jose,351,0.00
47.245.41.97,80,0,false,NRT,Asia Pacific,Tokyo,458,0.00
47.251.44.32,8080,0,false,SJC,North America,San Jose,173,0.00
147.139.8.125,80,0,false,BOM,Asia Pacific,Mumbai,53,0.00
47.74.9.5,80,0,false,NRT,Asia Pacific,Tokyo,173,0.00
47.89.251.204,80,0,false,SJC,North America,San Jose,197,0.00
8.210.84.0,8443,0,false,HKG,Asia Pacific,Hong Kong,53,0.00
47.251.47.18,80,0,false,SJC,North America,San Jose,174,0.00
149.129.63.121,8080,0,false,SIN,Asia Pacific,Singapore,67,0.00
47.251.44.32,80,0,false,SJC,North America,San Jose,419,0.00
47.88.31.196,80,0,false,SJC,North America,San Jose,392,0.00
8.210.84.0,8443,0,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.251.50.66,80,0,false,SJC,North America,San Jose,295,0.00
47.251.4.200,80,0,false,SJC,North America,San Jose,170,0.00
47.251.62.49,80,0,false,SJC,North America,San Jose,384,0.00
47.89.234.58,80,0,false,SJC,North America,San Jose,362,0.00
47.251.58.176,80,0,false,SJC,North America,San Jose,172,0.00
47.251.17.217,80,0,false,SJC,North America,San Jose,173,0.00
8.213.147.111,80,0,false,ICN,Asia Pacific,Seoul,118,0.00
47.254.123.32,8080,0,false,SJC,North America,San Jose,403,0.00
8.217.93.40,80,0,false,HKG,Asia Pacific,Hong Kong,55,0.00
47.254.92.215,80,0,false,SJC,North America,San Jose,390,0.00
8.222.152.128,8443,0,false,SIN,Asia Pacific,Singapore,13,0.00
